PDB ID,Count
7xk1,144
7xnx,5721
7xny,5647
7xpg,360
7xpl,72
7xs4,4
7xso,35
7xsp,50
7xsq,34
7xsr,49
7xss,54
7xt4,55
7xw2,54
7xwz,14
7y38,3
7y41,3237
7y7p,35
7y7q,23
7y80,35
7y81,55
7y82,66
7y83,59
7y84,35
7y85,59
7y8t,37
7y8y,55
7y9x,38
7y9y,61
7yed,83
7yew,4
7yex,4
7yey,8
7yfe,17
7yg7,99
7ygh,4
7ygl,3
7yla,2988
7yn9,38
7yna,63
7ynb,66
7ync,66
7ynd,38
7ypw,540
7yr6,118
7yr7,118
7yr8,540
7yse,140
7yym,55
7yyn,55
7z20,3096
7z26,2
7z34,3625
7z3n,5237
7z3o,5230
7z42,13
7z43,37
7z4o,12
7z52,5
7z55,4
7zag,1523
7zah,1523
7zai,1523
7zap,28
7zew,6
7zex,8
7zfw,612
7zgp,4
7zgr,4
7zgv,18
7zhg,1464
7zhh,6
7zjw,5921
7zjx,5779
7zki,72
7znj,36
7znk,6
7zod,3096
7zol,39
7zoq,39
7zp8,3095
7zpi,55
7zpj,55
7zpk,55
7zpl,24
7zpq,5310
7zq5,3018
7zq6,3095
7zrs,5310
7zrz,77
7zs5,3603
7zta,4732
7zuw,5289
7zux,5364
7zw0,5442
8a11,6
8a22,2685
8a3d,3454
8a3l,4683
8a57,3022
8a5i,3022
8a63,3022
8aaf,3640
8acb,5
8acc,5
8af0,38
8agt,3642
8agu,3568
8agv,3642
8agw,3642
8agx,3640
8agz,3640
8akn,4521
8am9,4517
8ana,2833
8ane,66
8any,2821
8ap4,2918
8apn,2773
8apo,2748
8as6,14
8as7,37
8asb,38
8asd,44
8asg,17
8asw,73
8auv,1557
8aw3,73
8axf,42
8aye,4442
8azw,3343
8b0i,103
8b0j,160
8b0r,4
8b0x,4413
8b2l,5052
8b5l,3826
8b6c,3826
8b6z,8
8b7y,4596
8bao,4
8bdr,41
8be0,41
8bek,47
8bf5,37
8bf7,4566
8bf8,111
8bge,4498
8bgh,4497
8bgu,121
8bh4,4565
8bhj,4565
8bhl,4498
8bhn,4565
8bhp,4498
8bil,4499
8bim,4498
8bip,3580
8bjq,3580
8bmw,48
8bpo,3814
8bqd,5349
8bqx,5351
8br8,4363
8brm,4307
8bsi,4385
8bsj,4538
8btd,4466
8btk,5676
8btr,4467
8buu,4582
8bvh,41
8bvj,55
8bvm,49
8c00,1425
8c01,1545
8c4t,12
8c4u,38
8c4v,56
8c6j,460
8c83,1177
8c8x,2824
8c8y,2667
8c8z,2324
8c90,2219
8c91,2077
8c92,1873
8c93,1740
8c94,1787
8c95,1339
8c96,1475
8c97,1292
8c98,1018
8c99,945
8c9a,650
8c9b,574
8c9c,513
8ca7,498
8cah,1745
8cai,1105
8cam,2703
8cas,1835
8caz,457
8cbj,1767
8cep,1066
8ceu,2848
8cf1,481
8cf8,457
8cgd,2843
8cgi,457
8cgj,1150
8cgk,2717
8cgr,1079
8cgu,1067
8cgv,2722
8ch6,404
8ci5,11
8crx,4580
8csp,737
8csq,802
8csr,853
8css,844
8cst,886
8csu,881
8cth,62
8cti,71
8cvj,4686
8cvk,4686
8cvl,4686
8cvm,3077
8cvo,469
8cwo,1034
8cx0,8
8cx1,16
8cx2,18
8d1v,52
8d29,34
8d49,26
8d4b,69
8d6j,11
8d71,11
8d8j,1183
8d8k,1538
8d8l,1506
8d8n,56
8d97,42
8d9e,57
8d9f,33
8d9g,59
8d9h,56
8d9i,54
8d9k,65
8d9l,65
8dex,48
8dfo,45
8dfs,48
8dfv,60
8dg5,50
8dg7,47
8dga,41
8dk7,34
8do6,61
8dp3,90
8dvr,21
8dvs,26
8dvu,36
8dzk,4
8e0f,63
8e28,15
8e29,33
8e2a,15
8e30,2995
8e32,2995
8e33,2994
8e35,2995
8e36,2994
8e3h,9
8e3i,7
8e3l,2994
8e3m,2995
8e3o,2994
8e40,47
8e41,2995
8e42,2995
8e43,2994
8e44,2995
8e45,2994
8e46,2994
8e47,2995
8e48,2995
8e49,2995
8e4x,62
8e5l,9
8e5p,8
8e5t,968
8e6w,58
8edj,6
8eex,36
8eey,66
8eg0,65
8eiu,4516
8ekb,4545
8ekc,4609
8emm,4521
8enk,11
8esq,2461
8esr,2372
8etc,2287
8etg,2226
8eth,1508
8eti,1812
8etj,1961
8eug,3138
8eui,3131
8eup,1623
8euy,1619
8ev3,1677
8ev6,4687
8ev7,4687
8ewg,56
8fc1,4469
8fc2,4469
8fc3,4469
8fc4,4468
8fc5,4468
8fc6,4468
8fd2,63
8ffr,99
8ffy,61
8fiz,4643
8fjk,476
8fjl,436
8fkp,1728
8fkq,1784
8fkr,1990
8fks,2045
8fkt,2346
8fku,2406
8fkv,2434
8fkw,2498
8fkx,2471
8fky,2809
8fkz,3055
8fl0,1678
8fl2,3710
8fl3,3637
8fl4,3629
8fl6,3645
8fl7,3577
8fl9,3529
8fla,3659
8flb,3587
8flc,3540
8fld,3609
8fle,3537
8flf,3490
8fn6,46
8fnc,33
8fnf,36
8fni,37
8fnk,94
8fom,4573
8fon,4578
8fr8,4843
8fto,4454
8fzr,77
8g5y,5539
8g5z,5598
8g60,5499
8g61,5549
8g6j,5598
8g6r,40
8g6w,4521
8g6x,3012
8g6y,3012
8g9z,174
8ghu,1531
8glp,5356
8gna,49
8gs2,64
8gu6,50
8gwb,54
8gwe,56
8gwf,52
8gwg,52
8gwi,52
8gwn,52
8gwo,53
8gxb,120
8gxc,120
8gzp,67
8gzq,66
8gzr,33
8h0i,38
8h0s,17
8h1b,34
8h1c,142
8h2h,704
8h69,37
8h9d,0
8hfr,3551
8hio,47
8hj4,113
8hk1,148
8hku,3135
8hkv,3111
8hkx,1491
8hky,4848
8hkz,4772
8hmy,90
8hmz,81
8hnt,102
8hra,51
8hrb,102
8huj,99
8i88,2
8i9p,1563
8i9r,2392
8i9t,2388
8i9v,2408
8i9w,2419
8i9x,2914
8i9y,2865
8i9z,3043
8ia0,3184
8id2,48
8idf,53
8idt,3720
8idy,3839
8ie3,3724
8ine,3735
8inf,3852
8ink,3698
8ipd,3688
8ipx,3679
8ipy,3689
8ir1,3582
8ir3,3751
8j62,38
8j7r,97
8ja0,115
8joz,79
8oin,2676
8oip,1035
8oiq,1712
8oir,2648
8ois,1023
8oit,1692
8oiv,3
8p2k,5677
8p5d,3972
8p60,7944
8sh5,87
8syl,4676
8t8b,8949
8t8c,8949
